Brand,Category,Title,Text,Rating,Date,Source,Clean_Text
Oh Polly,Fast Fashion,I ordered a dress on April 2nd for my…,"Hey Zainab,

We’re so sorry to hear about your experience, especially as this was for such an important occasion like your graduation. We completely understand how frustrating and disappointing this must have been, and we’re really sorry for the stress caused!

This isn’t the level of service we aim to provide, particularly when you made the urgency so clear. We can see the tracking has not updated since April 5th, which is not acceptable, and we sincerely apologise for the lack of clear communication you received.

We’ve now contacted you directly by email to resolve this for you and provide a full update.

Thank you for bringing this to our attention, and again, we’re very sorry for letting you down

Thanks,
Oh Polly Customer Care Team",1,2026-04-17 06:51:49+00:00,Trustpilot,hey zainab sorry hear experience especially important occasion like graduation completely understand frustrating disappointing must really sorry stress caused isnt level service aim provide particularly made urgency clear see tracking updated since april th acceptable sincerely apologise lack clear communication received weve contacted directly email resolve provide full update thank bringing attention sorry letting thanks oh polly customer care team
Oh Polly,Fast Fashion,10000/10 customer service,"Hey Paige,

We're happy to hear that you received such amazing support! We appreciate your positive feedback regarding how we kept you informed about your parcel!

We look forward to serving you again in the future. Take care and enjoy the rest of your day!

Thanks,
Oh Polly Customer Care Team",5,2026-04-16 22:17:51+00:00,Trustpilot,hey paige happy hear received amazing support appreciate positive feedback regarding kept informed parcel look forward serving future take care enjoy rest day thanks oh polly customer care team
Oh Polly,Fast Fashion,Very quick customers service very…,"Hey Fairouz,

We're happy our customer service was quick, and you're pleased with the result! We appreciate you sharing your positive experience with us.

We look forward to serving you again in the future. Take care and enjoy the rest of your day!

Thanks,
Oh Polly Customer Care Team",5,2026-04-16 20:54:44+00:00,Trustpilot,hey fairouz happy customer service quick youre pleased result appreciate sharing positive experience u look forward serving future take care enjoy rest day thanks oh polly customer care team
Oh Polly,Fast Fashion,Great customer service,"Hey Cheryl,

We're happy to hear that our team was supportive in resolving the delivery issue and ensuring your daughter received her dress for her 16th! Thank you for your positive feedback!

We look forward to serving you again in the future. Take care and enjoy the rest of your day!

Thanks,
Oh Polly Customer Care Team",5,2026-04-16 17:15:26+00:00,Trustpilot,hey cheryl happy hear team supportive resolving delivery issue ensuring daughter received dress th thank positive feedback look forward serving future take care enjoy rest day thanks oh polly customer care team
Rapanui,Ethical Fashion,"Great service, good value and protecting the planet","Thanks for your feedback Mel, so pleased to hear that our team are providing you with a great service. We look forward to welcoming you back again soon.",5,2026-04-16 15:05:42+00:00,Trustpilot,thanks feedback mel pleased hear team providing great service look forward welcoming back soon
Oh Polly,Fast Fashion,good customer service,"Hey Paula,

We're happy you found our customer service good and our clothes very pretty! Thank you for your positive feedback; it means a lot to us.

We look forward to serving you again in the future. Take care and enjoy the rest of your day!

Thanks,
Oh Polly Customer Care Team",4,2026-04-16 13:57:15+00:00,Trustpilot,hey paula happy found customer service good clothes pretty thank positive feedback mean lot u look forward serving future take care enjoy rest day thanks oh polly customer care team
Oh Polly,Fast Fashion,Amazing!,"Hey Irina,

We're happy you love the quality and style! It's great to hear our support is friendly and shipping is fast. Thanks for your positive feedback!

We look forward to serving you again in the future. Take care and enjoy the rest of your day!

Thanks,
Oh Polly Customer Care Team",5,2026-04-16 12:06:52+00:00,Trustpilot,hey irina happy love quality style great hear support friendly shipping fast thanks positive feedback look forward serving future take care enjoy rest day thanks oh polly customer care team
Rapanui,Ethical Fashion,Great customer service,"Thank you for the review and 5 stars Claire, we really do appreciate your support it really means such a lot to our team.",5,2026-04-16 10:45:19+00:00,Trustpilot,thank review star claire really appreciate support really mean lot team
Oh Polly,Fast Fashion,Love their dresses and their quality,"Hey Nicki,

We're happy to hear that you love our dresses and appreciate their quality. Thank you for your positive feedback; it means a lot to us.

We look forward to serving you again in the future. Take care and enjoy the rest of your day!

Thanks,
Oh Polly Customer Care Team",5,2026-04-16 08:14:01+00:00,Trustpilot,hey nicki happy hear love dress appreciate quality thank positive feedback mean lot u look forward serving future take care enjoy rest day thanks oh polly customer care team
Oh Polly,Fast Fashion,I didn’t get my order,"Hey Petra,

We're sorry to hear that you haven't received your order. According to the delivery confirmation, the package was delivered to the Front Door/Porch on 11.04.26 at 12:37 PM (local time).

When you contacted us, we asked you to confirm a few required details and sign a short form via WhatsApp so we could open an investigation with the carrier. Unfortunately, we haven’t received that information back yet.

Please reply to our message and return the form as soon as possible. Once we receive it, we’ll immediately raise an investigation with USPS to help locate the parcel.

We’re here to help and will do everything we can to resolve this for you.

Thanks,
Oh Polly Customer Care Team",3,2026-04-16 01:42:11+00:00,Trustpilot,hey petra sorry hear havent received order according delivery confirmation package delivered front doorporch pm local time contacted u asked confirm required detail sign short form via whatsapp could open investigation carrier unfortunately havent received information back yet please reply message return form soon possible receive well immediately raise investigation usps help locate parcel help everything resolve thanks oh polly customer care team
Oh Polly,Fast Fashion,Absolutely love my dress it is the…,"Hey Jess,

We're happy you love your dress and that it's perfect for the races! We appreciate you acknowledging the material's quality and value. Thanks for your feedback!

We look forward to serving you again in the future. Take care and enjoy the rest of your day!

Thanks,
Oh Polly Customer Care Team",5,2026-04-15 23:14:12+00:00,Trustpilot,hey jess happy love dress perfect race appreciate acknowledging material quality value thanks feedback look forward serving future take care enjoy rest day thanks oh polly customer care team
Oh Polly,Fast Fashion,My dresses are so pretty I love your…,"Hey Despoina,

We are so happy to hear that you find our outfits pretty and that you love the dresses you purchased. Thank you so much for your positive feedback!

We look forward to serving you again in the future. Take care and enjoy the rest of your day!

Thanks,
Oh Polly Customer Care Team",5,2026-04-15 21:32:44+00:00,Trustpilot,hey despoina happy hear find outfit pretty love dress purchased thank much positive feedback look forward serving future take care enjoy rest day thanks oh polly customer care team
Oh Polly,Fast Fashion,The customer service has been excellent…,"Hey Lynn,

We're happy to hear that you consistently receive excellent and efficient support from our team! It's great to know we're your first choice for special dresses. Thanks for your feedback.

We look forward to serving you again in the future. Take care and enjoy the rest of your day!

Thanks,
Oh Polly Customer Care Team",5,2026-04-15 17:40:18+00:00,Trustpilot,hey lynn happy hear consistently receive excellent efficient support team great know first choice special dress thanks feedback look forward serving future take care enjoy rest day thanks oh polly customer care team
Oh Polly,Fast Fashion,Amazing!,"Hey Sophie,

We're happy to hear that you found our purchase, delivery, and customer service helpful. We appreciate you highlighting our clear and straightforward purchase and returns system. Thank you for your feedback!

We look forward to serving you again in the future. Take care and enjoy the rest of your day!

Thanks,
Oh Polly Customer Care Team",5,2026-04-15 14:46:38+00:00,Trustpilot,hey sophie happy hear found purchase delivery customer service helpful appreciate highlighting clear straightforward purchase return system thank feedback look forward serving future take care enjoy rest day thanks oh polly customer care team
Rapanui,Ethical Fashion,T.shirt heaven!,"Thank you so much for taking the time to share your feedback, we're so pleased you that you are loving our products. We look forward to welcoming you back again soon.",5,2026-04-15 13:58:40+00:00,Trustpilot,thank much taking time share feedback pleased loving product look forward welcoming back soon
Oh Polly,Fast Fashion,Due to personal circumstances that were…,"Hey,

We appreciate you taking the time to share your experience. We are happy to hear that we could assist you with your return during those circumstances.

We look forward to serving you again in the future. Take care and enjoy the rest of your day!

Thanks,
Oh Polly Customer Care Team",5,2026-04-15 12:10:27+00:00,Trustpilot,hey appreciate taking time share experience happy hear could assist return circumstance look forward serving future take care enjoy rest day thanks oh polly customer care team
Oh Polly,Fast Fashion,Although the dresses my daughter bought…,"Hey Suzanne,

We're glad you appreciated our customer service team's helpfulness and flexibility with the return. We're happy to hear that your daughter found lovely dresses, even if the fit wasn't quite right. Thank you for your feedback.

We look forward to serving you again in the future. Take care and enjoy the rest of your day!

Thanks,
Oh Polly Customer Care Team",5,2026-04-15 10:59:16+00:00,Trustpilot,hey suzanne glad appreciated customer service team helpfulness flexibility return happy hear daughter found lovely dress even fit wasnt quite right thank feedback look forward serving future take care enjoy rest day thanks oh polly customer care team
Oh Polly,Fast Fashion,Thank you to Lauren and Ellie for…,"Hey,,

We appreciate your kind words! We are so happy to hear that the situation was resolved efficiently and helpfully. Thank you for your positive feedback; it means a lot to us.

We look forward to serving you again in the future. Take care and enjoy the rest of your day!

Thanks,
Oh Polly Customer Care Team",5,2026-04-15 10:54:59+00:00,Trustpilot,hey appreciate kind word happy hear situation resolved efficiently helpfully thank positive feedback mean lot u look forward serving future take care enjoy rest day thanks oh polly customer care team
Oh Polly,Fast Fashion,My experience was great,"Hey Marcella,

We're happy to hear that you found the dress!

We look forward to serving you again in the future. Take care and enjoy the rest of your day!

Thanks,
Oh Polly Customer Care Team",5,2026-04-14 07:10:57+00:00,Trustpilot,hey marcella happy hear found dress look forward serving future take care enjoy rest day thanks oh polly customer care team
Oh Polly,Fast Fashion,Shipping and Return Issues,"Hey Sarah,

We're happy to hear that our support team resolved your shipping and return issues. We appreciate your feedback and are glad they were helpful to you.

We look forward to serving you again in the future. Take care and enjoy the rest of your day!

Thanks,
Oh Polly Customer Care Team",5,2026-04-13 23:01:09+00:00,Trustpilot,hey sarah happy hear support team resolved shipping return issue appreciate feedback glad helpful look forward serving future take care enjoy rest day thanks oh polly customer care team
Lucy & Yak,Ethical Fashion,Great help in the changing area,"Danny the shop assistant couldn't do any more to become ,being a curvy girl I don't feel comfortable in changing areas ,but she helped to find other sizes and said she liked what I had chosen and said I looked great in them .",5,2026-04-13 22:16:21+00:00,Trustpilot,danny shop assistant couldnt become curvy girl dont feel comfortable changing area helped find size said liked chosen said looked great
Oh Polly,Fast Fashion,Elle and Eva were really helpful in…,"Hey Jeanee,

We appreciate you sharing your feedback! We're so happy to hear that you received great customer service and assistance. Thank you for your kind words.

We look forward to serving you again in the future. Take care and enjoy the rest of your day!

Thanks,
Oh Polly Customer Care Team",5,2026-04-13 21:50:09+00:00,Trustpilot,hey jeanee appreciate sharing feedback happy hear received great customer service assistance thank kind word look forward serving future take care enjoy rest day thanks oh polly customer care team
Rapanui,Ethical Fashion,"Poor Quality, Useless Support","Many thanks for bringing this to our attention Mikey. We’re really sorry to hear about your experience and the delay with your refund.

While investigating this error, we identified an issue where part of your refund did not process correctly due to a system communication error. We can confirm this has now been resolved, the remaining balance has been manually refunded. This should appear in your account within 5–7 working days.

We sincerely apologise for the inconvenience caused and appreciate your patience while we worked to put this right.",1,2026-04-13 12:13:00+00:00,Trustpilot,many thanks bringing attention mikey really sorry hear experience delay refund investigating error identified issue part refund process correctly due system communication error confirm resolved remaining balance manually refunded appear account within working day sincerely apologise inconvenience caused appreciate patience worked put right
Oh Polly,Fast Fashion,I contacted Lauren at Opolly with my…,"Hey,

We're happy to hear that your return query was resolved quickly and efficiently. We appreciate your positive feedback regarding the kind and professional service you received. Thank you!

We look forward to serving you again in the future. Take care and enjoy the rest of your day!

Thanks,
Oh Polly Customer Care Team",5,2026-04-13 10:10:27+00:00,Trustpilot,hey happy hear return query resolved quickly efficiently appreciate positive feedback regarding kind professional service received thank look forward serving future take care enjoy rest day thanks oh polly customer care team
Oh Polly,Fast Fashion,Exceptional Quality,"Hey Tiffany,

We're happy to hear that you found the dress quality phenomenal and true to size! We're so glad it matched the pictures and that you're happy with your purchase. Thanks for the positive feedback!

We look forward to serving you again in the future. Take care and enjoy the rest of your day!

Thanks,
Oh Polly Customer Care Team",5,2026-04-13 01:52:36+00:00,Trustpilot,hey tiffany happy hear found dress quality phenomenal true size glad matched picture youre happy purchase thanks positive feedback look forward serving future take care enjoy rest day thanks oh polly customer care team
Oh Polly,Fast Fashion,Love Oh polly!,"Hey Rita,

We're happy to hear that you find our site very good with beautiful dresses. We appreciate you purchasing from us!

We look forward to serving you again in the future. Take care and enjoy the rest of your day!

Thanks,
Oh Polly Customer Care Team",5,2026-04-12 22:16:21+00:00,Trustpilot,hey rita happy hear find site good beautiful dress appreciate purchasing u look forward serving future take care enjoy rest day thanks oh polly customer care team
Oh Polly,Fast Fashion,Shipping Costs,"Hey Maria,

We're happy to hear that our customer service team provided you with a great experience! We appreciate your positive feedback regarding how we handled your separate orders and shipping costs.

We look forward to serving you again in the future. Take care and enjoy the rest of your day!

Thanks,
Oh Polly Customer Care Team",5,2026-04-12 17:50:41+00:00,Trustpilot,hey maria happy hear customer service team provided great experience appreciate positive feedback regarding handled separate order shipping cost look forward serving future take care enjoy rest day thanks oh polly customer care team
Oh Polly,Fast Fashion,Thank you customer service!,"Hey Syd,

We appreciate you sharing your feedback! We're so happy to hear that our team was responsive and helpful in resolving the issue with your order. Thank you!

We look forward to serving you again in the future. Take care and enjoy the rest of your day!

Thanks,
Oh Polly Customer Care Team",5,2026-04-12 17:24:24+00:00,Trustpilot,hey syd appreciate sharing feedback happy hear team responsive helpful resolving issue order thank look forward serving future take care enjoy rest day thanks oh polly customer care team
Oh Polly,Fast Fashion,I love their quality,"Hey Nicole,

We're happy you appreciate our quality. Thank you for your positive feedback; it means a lot to us.

We look forward to serving you again in the future. Take care and enjoy the rest of your day!

Thanks,
Oh Polly Customer Care Team",5,2026-04-12 17:22:54+00:00,Trustpilot,hey nicole happy appreciate quality thank positive feedback mean lot u look forward serving future take care enjoy rest day thanks oh polly customer care team
Oh Polly,Fast Fashion,Great customer Service and beautiful…,"Hey,

We're happy you had a great experience with our customer service and clothing. Thank you so much for your positive feedback; it means a lot to us!

We look forward to serving you again in the future. Take care and enjoy the rest of your day!

Thanks,
Oh Polly Customer Care Team",5,2026-04-12 16:20:09+00:00,Trustpilot,hey happy great experience customer service clothing thank much positive feedback mean lot u look forward serving future take care enjoy rest day thanks oh polly customer care team
Primark,Fast Fashion,,Went to the Trafford centre store this evening and the staff were appalling My wife asked 2 different members of staff if they stocked a particular item of clothing both said no and acted like they... See more,1,2026-04-10 00:01:51+00:00,Trustpilot,went trafford centre store evening staff appalling wife asked different member staff stocked particular item clothing said acted like see
Primark,Fast Fashion,Trafford centre store staff useless,"Went to the Trafford centre store this evening and the staff were appalling
My wife asked 2 different members of staff if they stocked a particular item of clothing both said no and acted like they couldn’t care less
We found the item after spending 20 minutes looking
Then had to queue for ages cos only half the tills were open",1,2026-04-10 00:01:51+00:00,Trustpilot,went trafford centre store evening staff appalling wife asked different member staff stocked particular item clothing said acted like couldnt care less found item spending minute looking queue age co half till open
Lucy & Yak,Ethical Fashion,I discovered some flaws in the fabric…,I discovered some flaws in the fabric of the first jumpsuit I got sent and they made it right quickly. Some of the best customer service I’ve experienced! Will definitely buy again and have already turned one of my sisters on to them for their inclusive sizing!,5,2026-04-09 19:16:56+00:00,Trustpilot,discovered flaw fabric first jumpsuit got sent made right quickly best customer service ive experienced definitely buy already turned one sister inclusive sizing
Lucy & Yak,Ethical Fashion,I was able to return my trousers easily…,I was able to return my trousers easily with no fuss when the sizing was incorrect. I did have to send another email to receive my refund though as there was a slight delay.,4,2026-04-09 12:23:03+00:00,Trustpilot,able return trouser easily fuss sizing incorrect send another email receive refund though slight delay
Lucy & Yak,Ethical Fashion,Love love love ❤️,"Love love love ❤️

Ella is a ⭐",5,2026-04-07 16:41:23+00:00,Trustpilot,love love love ella
Lucy & Yak,Ethical Fashion,Dissapointed with response,"Hi Jayne

Thank you for your feedback here regarding your recent order, we are sorry to hear your parcel never made it to you - we have asked the team to look into this now and we'll be in touch soon.

Many thanks
Lucy & Yak",1,2026-04-04 21:16:12+00:00,Trustpilot,hi jayne thank feedback regarding recent order sorry hear parcel never made asked team look well touch soon many thanks lucy yak
Lucy & Yak,Ethical Fashion,Disappointing fit,"Hey

Thanks so much for your feedback - we are sorry this experience hasn't been the most positive. We understand shopping internationally can be tricky, especially with sizing.

I have popped a request through for some information so we can look into this for you.

Hopefully speak soon,
Lucy & Yak",2,2026-04-04 10:19:32+00:00,Trustpilot,hey thanks much feedback sorry experience hasnt positive understand shopping internationally tricky especially sizing popped request information look hopefully speak soon lucy yak
Lucy & Yak,Ethical Fashion,Definitely 10 out of 10!,"The customer service is the best and the communications is the fastest I have experienced!

I placed an order on their website on Saturday and received the parcel on Tuesday. Super fast. It’s 2 jumpsuits. But after I tried it and thought it’s a bit tight for me so I wanted an exchange. I wasn’t quite sure about how to process exchange instead of return online, so I sent an e-mail.

I sent the e-mail on Tuesday afternoon after 5pm. Super quick I got the reply e-mail just next morning 8:30am already. Liz, who replied my e-mail, had double confirmed what I want to exchange and sizes, gave me options of how to process the return, and confirming my address etc, managed to send out my parcel on that same afternoon already!

Their designs are great, website is easy to use, and the customer service is the best I have experienced.

Liz, you are the best!",5,2026-04-03 20:22:07+00:00,Trustpilot,customer service best communication fastest experienced placed order website saturday received parcel tuesday super fast jumpsuit tried thought bit tight wanted exchange wasnt quite sure process exchange instead return online sent email sent email tuesday afternoon pm super quick got reply email next morning already liz replied email double confirmed want exchange size gave option process return confirming address etc managed send parcel afternoon already design great website easy use customer service best experienced liz best
Rapanui,Ethical Fashion,10/10 basic t shirts,Thank you for taking the time to leave us your feedback Lewis - it really means a lot to our team. We look forward to welcoming you back again soon.,5,2026-04-01 21:07:37+00:00,Trustpilot,thank taking time leave u feedback lewis really mean lot team look forward welcoming back soon
Rapanui,Ethical Fashion,Best customer service,"Wow, thank you for your feedback Deborah, so pleased to hear that our team were on hand to assist you - I'll be sure to let Helen know that you mentioned her, it really mean a lot - thanks again!",5,2026-04-01 18:47:20+00:00,Trustpilot,wow thank feedback deborah pleased hear team hand assist ill sure let helen know mentioned really mean lot thanks
Primark,Fast Fashion,The worst experience in Hamburg,The worst experience in Hamburg. The staff at this store don't speak English and treat people like thieves. Not even the manager or supervisor can string two words of English together. Terrible service.,1,2026-04-01 15:45:36+00:00,Trustpilot,worst experience hamburg staff store dont speak english treat people like thief even manager supervisor string two word english together terrible service
Lucy & Yak,Ethical Fashion,Great returns system,Great returns system. Speedy replies when I had a question and the jeans are great!!! Great size inclusivity too,5,2026-03-31 21:53:47+00:00,Trustpilot,great return system speedy reply question jean great great size inclusivity
Rapanui,Ethical Fashion,"Excellent, speedy customer service",So pleased to hear that our team were on hand to assist with your query and to offer reassurance on the delivery of your order - hope that your husband loved his birthday gift.,5,2026-03-31 17:19:29+00:00,Trustpilot,pleased hear team hand assist query offer reassurance delivery order hope husband loved birthday gift
Lucy & Yak,Ethical Fashion,I needed to find a replacement item…,"I needed to find a replacement item that was no longer available to purchase on the website - customer service picked up my query SO fast (over the weekend too, which was unexpected). They were able to raise an order for me once stock was located. Amazing customer service",5,2026-03-30 20:52:54+00:00,Trustpilot,needed find replacement item longer available purchase website customer service picked query fast weekend unexpected able raise order stock located amazing customer service
Lucy & Yak,Ethical Fashion,I used to love Lucy & Yak but quality is poor,"Hi there,

Thanks so much for feeding this back - we are really sorry to hear you've had multiple quality issues with your Yaks. We understand how disappointing this will be and its the last thing we want for our customers.

We have sent over a request for more information so we can reach out and look into this for you.

Hopefully speak with you soon,
Lucy & Yak",1,2026-03-28 17:19:33+00:00,Trustpilot,hi thanks much feeding back really sorry hear youve multiple quality issue yak understand disappointing last thing want customer sent request information reach look hopefully speak soon lucy yak
Lucy & Yak,Ethical Fashion,I never received and order (due to…,I never received and order (due to Royal Mail) once I informed Lucy and yak they were on it straight away and issued a refund. Excellent service,5,2026-03-27 22:11:55+00:00,Trustpilot,never received order due royal mail informed lucy yak straight away issued refund excellent service
Rapanui,Ethical Fashion,Great speedy customer service from…,Thanks for taking the time to leave us a review and for the 5 stars we really appreciate your support. Come back and visit us again soon.,5,2026-03-24 21:59:36+00:00,Trustpilot,thanks taking time leave u review star really appreciate support come back visit u soon
Lucy & Yak,Ethical Fashion,Its taken me a long time to write this…,"Hi Rachel

Thank you for taking the time to pass on this feedback, we completely sympathise - sizing can be a delicate subject but we equally want to be sure we are helping where we can!

We are sorry sizing has been an issue and we'd love to take a look into this with you.

I have sent over a request for more information so we can reach out.

Many thanks
Lucy & Yak",1,2026-03-23 00:09:58+00:00,Trustpilot,hi rachel thank taking time pas feedback completely sympathise sizing delicate subject equally want sure helping sorry sizing issue wed love take look sent request information reach many thanks lucy yak
Rapanui,Ethical Fashion,Great clothes and great service,"As always, rapid delivery, great clothes and easy returns if they're not quite right. I'm really chuffed with my new cord jacket (felt very stylish for my holiday) and sloppy hoodie, so cosy. Got new pants too! These are a different design to before and the jury's still out on whether I like them as much. I love that I can send old clothes to Rapanui for recycling, I will be doing that, when they eventually wear out!",5,2026-03-21 10:57:10+00:00,Trustpilot,always rapid delivery great clothes easy return theyre quite right im really chuffed new cord jacket felt stylish holiday sloppy hoodie cosy got new pant different design jury still whether like much love send old clothes rapanui recycling eventually wear
Rapanui,Ethical Fashion,Rapanui is a company I trust,"Thank you so much for taking the time to leave us a review Andrew, we're delighted to hear that you're loving our products and thank you for the recommendation. Come back and visit us again soon!",5,2026-03-19 20:48:04+00:00,Trustpilot,thank much taking time leave u review andrew delighted hear youre loving product thank recommendation come back visit u soon
Rapanui,Ethical Fashion,Love this company!!,"We loved reading your feedback Phoebe, it really means a lot to our team so thank you for sharing. Sorry to hear that you had a problem with your delivery, but good to hear that my colleague Helen was able to get this rectified quickly and efficiently for you. Thanks for your support of our brand, we really do appreciate it.",5,2026-03-19 14:15:35+00:00,Trustpilot,loved reading feedback phoebe really mean lot team thank sharing sorry hear problem delivery good hear colleague helen able get rectified quickly efficiently thanks support brand really appreciate
Rapanui,Ethical Fashion,I love the boxy cut tshirts!,"Thank you for your review Karen and for the 5 stars too! We're so pleased to hear that you are loving our T-shirts - thank you for your support, we really do appreciate it. Come back and visit us again soon!",5,2026-03-19 11:25:35+00:00,Trustpilot,thank review karen star pleased hear loving tshirts thank support really appreciate come back visit u soon
Rapanui,Ethical Fashion,Love what Rapanui are doing,"Thank you for taking the time to leave us your review Emily, it really means a lot to our team.",5,2026-03-17 19:39:14+00:00,Trustpilot,thank taking time leave u review emily really mean lot team
Rapanui,Ethical Fashion,prompt customer service,"Thank you for taking the time to leave us your feedback, we really do appreciate your support. Max will love that you mentioned him so I'll be sure to pass on your thanks.",5,2026-03-17 15:45:08+00:00,Trustpilot,thank taking time leave u feedback really appreciate support max love mentioned ill sure pas thanks
Rapanui,Ethical Fashion,t hirts,"Thank you for your feedback John, and noted on the request for extra colours too!",5,2026-03-17 10:44:55+00:00,Trustpilot,thank feedback john noted request extra colour
Lucy & Yak,Ethical Fashion,Superb thank you,Superb thank you. I had a fault on My jumpsuit. I contacted them and had a reply and replacement straight away. Thank you,5,2026-03-16 23:49:16+00:00,Trustpilot,superb thank fault jumpsuit contacted reply replacement straight away thank
Rapanui,Ethical Fashion,Great fit,"Great fit, good quality, interesting designs and good ethics. Happy days",5,2026-03-16 18:16:27+00:00,Trustpilot,great fit good quality interesting design good ethic happy day
Lucy & Yak,Ethical Fashion,It’s great to see the transparency of…,"It’s great to see the transparency of the company when it comes to sustainability as that is something important to me. There is a bit of a limited selection of styles, not many tapered pants. Sizing was personally the most difficult. If I went by body measurements, it did not fit although it could be an error on my end when measuring. I made two attempts to get the right size before deeming it a lost cause. They did reach out to ask about my measurements to give sizing recommendations for the pants and other clothing I want to purchase which I see as a great remedy. However, I feel as though I’ve lost enough money as a portion of my refund is used to pay for the shipping back. If I was in the UK, it might not be so bad but it’s decently expensive as a US resident. Customer service was very helpful when I accidentally swapped the return labels.",3,2026-03-16 17:55:58+00:00,Trustpilot,great see transparency company come sustainability something important bit limited selection style many tapered pant sizing personally difficult went body measurement fit although could error end measuring made two attempt get right size deeming lost cause reach ask measurement give sizing recommendation pant clothing want purchase see great remedy however feel though ive lost enough money portion refund used pay shipping back uk might bad decently expensive u resident customer service helpful accidentally swapped return label
Rapanui,Ethical Fashion,The quality of clothing is fantastic…,The quality of clothing is fantastic and just seems to fit me well.,5,2026-03-15 23:28:03+00:00,Trustpilot,quality clothing fantastic seems fit well
Rapanui,Ethical Fashion,Great company,"Great company, great ethos, great clothes

Highly recommend people check them out. Clothes are always high quality.",5,2026-03-15 22:21:56+00:00,Trustpilot,great company great ethos great clothes highly recommend people check clothes always high quality
Primark,Fast Fashion,DO NOT BUY CHARGERS FROM HERE,I’m happy with most of Primark’s products except their phone chargers which last less than a month. Sometimes cheap possibly doesn’t mean that the product is reliable or good quality. The charger disconnects if I even move my phone or plug it in.,3,2026-03-15 22:21:01+00:00,Trustpilot,im happy primarks product except phone charger last less month sometimes cheap possibly doesnt mean product reliable good quality charger disconnect even move phone plug
Rapanui,Ethical Fashion,Well worth the money. Comfortable fit,"I ordered my fourth scoop neck t shirt as really like the design and fit of these. Not too low, a really nice length and the material feels very nice next to the skin. The others I have have washed well. Just hoping for a rose pink in this style 😊",4,2026-03-15 21:23:36+00:00,Trustpilot,ordered fourth scoop neck shirt really like design fit low really nice length material feel nice next skin others washed well hoping rose pink style
Rapanui,Ethical Fashion,People genuinely compliment me!,"People genuinely compliment me on rapanui clothes. Unique, comfy and cool without being pretentious.",5,2026-03-15 18:16:42+00:00,Trustpilot,people genuinely compliment rapanui clothes unique comfy cool without pretentious
Rapanui,Ethical Fashion,I absolutely love Rapanui,I absolutely love Rapanui and their ethos. The t-shirts are always loved when gifted. I have bought my favourite pj bottoms and shorts from them. Everything is well made using quality materials.,5,2026-03-15 14:21:53+00:00,Trustpilot,absolutely love rapanui ethos tshirts always loved gifted bought favourite pj bottom short everything well made using quality material
Rapanui,Ethical Fashion,I love Rapanui,I love Rapanui! Lovely clothes. Great quality. Good eco credentials.,5,2026-03-14 17:19:55+00:00,Trustpilot,love rapanui lovely clothes great quality good eco credential
Rapanui,Ethical Fashion,Love Rapanui,Love Rapanui. Fantastic quality at reasonable prices. I have been buying their t shirts for about 4 years now. They reliably wash and wear really well.,5,2026-03-14 10:50:14+00:00,Trustpilot,love rapanui fantastic quality reasonable price buying shirt year reliably wash wear really well
Rapanui,Ethical Fashion,Quality gear,"Quality gear, pretty cool designs.
Love the ethos
Packaging easy to reuse.
Clothes wash easy and last.
Delivery so far has been when they say it will be.
Issue’s wife keeps nicking my best hoody, daughter is eyeing up my tee’s",5,2026-03-14 09:52:38+00:00,Trustpilot,quality gear pretty cool design love ethos packaging easy reuse clothes wash easy last delivery far say issue wife keep nicking best hoody daughter eyeing tee
Rapanui,Ethical Fashion,I am extremely satisfied with my…,"Thank you for your feedback Richard, we're really pleased to hear that you're happy with the quality of your purchase. Thanks also for your feedback on the delivery as well, we'll be sure to share that with our delivery service providers. Enjoy your products.",4,2026-03-14 08:01:38+00:00,Trustpilot,thank feedback richard really pleased hear youre happy quality purchase thanks also feedback delivery well well sure share delivery service provider enjoy product
Rapanui,Ethical Fashion,Helpful but critical review not posted on company website.,"Thank you for taking the time to leave us your review - so sorry to hear of your disappointment with your purchases.

We genuinely value all feedback good and bad as it helps us to improve our service as part of our continuous improvement plans. We’d like to reassure you that we do not intentionally exclude reviews, and we’re sorry if it’s appeared that way in this instance.

We appreciate your comments on fabric weight and sizing, particularly around shorter inside leg options. This is helpful feedback and something we’ll pass on to our product team for consideration.

Sorry to hear your concerns about our online freepost returns service, for steps on how to arrange a return do visit https://rapanuiclothing.com/help/how-do-i-return-my-order/

Our customer service team are also more than happy to assist if you need any further help, please don't hesitate to get in touch.",1,2026-03-14 03:22:53+00:00,Trustpilot,thank taking time leave u review sorry hear disappointment purchase genuinely value feedback good bad help u improve service part continuous improvement plan wed like reassure intentionally exclude review sorry appeared way instance appreciate comment fabric weight sizing particularly around shorter inside leg option helpful feedback something well pas product team consideration sorry hear concern online freepost return service step arrange return visit customer service team also happy assist need help please dont hesitate get touch
Rapanui,Ethical Fashion,Great underwear,Great underwear. Brilliant service,5,2026-03-13 20:38:17+00:00,Trustpilot,great underwear brilliant service
Rapanui,Ethical Fashion,Great quality clothes at great prices,"Great quality clothes at great prices! I have been lucky enough to buy a few sweatshirts in the sale. Really pleased with the quality. Would definitely purchase more clothes in the future.
Also, Rapanui are environmentally pro active too🙂 Its a thumbs up review from me👍🏼",5,2026-03-13 18:38:38+00:00,Trustpilot,great quality clothes great price lucky enough buy sweatshirt sale really pleased quality would definitely purchase clothes future also rapanui environmentally pro active thumb review
